Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback
PK2026_0606,2026-05-27,May,Wednesday,Karachi,Kuala Lumpur,International,Boeing 737,320,131,160,81.88,1155,151305,40,Moderate,Delayed,Fog,17087,42717.5,3.7,Average flight
PK2026_0607,2026-01-18,January,Sunday,Karachi,Lahore,Domestic,ATR 72,419,64,70,91.43,321,20544,208,Severe,Delayed,Rain,19386,48465.0,4.7,Average flight
PK2026_0608,2026-12-02,December,Wednesday,Karachi,Jeddah,International,Boeing 737,284,123,160,76.88,648,79704,41,Moderate,Delayed,Clear,8467,21167.5,4.1,Delayed but comfortable
PK2026_0609,2026-01-09,January,Friday,Doha,Dubai,International,ATR 72,368,50,70,71.43,575,28750,218,Severe,Delayed,Rain,5933,14832.5,3.2,Poor service
PK2026_0610,2026-10-05,October,Monday,Doha,Lahore,International,ATR 72,472,44,70,62.86,579,25476,153,Severe,Delayed,Rain,15100,37750.0,4.9,Excellent service
PK2026_0611,2026-09-24,September,Thursday,Doha,Lahore,International,Airbus A320,381,177,180,98.33,1042,184434,205,Severe,Delayed,Storm,19568,48920.0,4.9,Very smooth journey
PK2026_0612,2026-10-22,October,Thursday,Jeddah,Kuala Lumpur,International,Boeing 777,71,304,350,86.86,1119,340176,131,Severe,Delayed,Fog,16097,40242.5,3.3,Poor service
PK2026_0613,2026-09-09,September,Wednesday,Kuala Lumpur,Islamabad,International,Airbus A320,452,138,180,76.67,310,42780,118,Moderate,Delayed,Storm,9880,24700.0,3.5,Good experience
PK2026_0614,2026-09-21,September,Monday,Doha,Lahore,International,ATR 72,394,65,70,92.86,644,41860,120,Moderate,Delayed,Storm,18978,47445.0,3.3,Average flight
PK2026_0615,2026-03-19,March,Thursday,Lahore,London,International,Boeing 737,469,95,160,59.38,1323,125685,1,Minor,On Time,Rain,14483,36207.5,2.7,Excellent service
PK2026_0616,2026-08-18,August,Tuesday,Lahore,Kuala Lumpur,International,Airbus A320,366,153,180,85.0,579,88587,232,Severe,Delayed,Rain,10819,27047.5,3.1,Delayed but comfortable
PK2026_0617,2026-03-12,March,Thursday,Islamabad,Doha,International,Airbus A320,287,148,180,82.22,991,146668,62,Moderate,Delayed,Fog,5520,13800.0,4.2,Very smooth journey
PK2026_0618,2026-03-23,March,Monday,London,Islamabad,International,Boeing 777,194,176,350,50.29,469,82544,235,Severe,Delayed,Clear,10743,26857.5,3.6,Average flight
PK2026_0619,2026-07-11,July,Saturday,Islamabad,Jeddah,International,Boeing 737,277,95,160,59.38,1480,140600,186,Severe,Delayed,Clear,17970,44925.0,4.7,Very smooth journey
PK2026_0620,2026-05-26,May,Tuesday,Lahore,Islamabad,Domestic,Boeing 737,256,139,160,86.88,274,38086,155,Severe,Delayed,Storm,5963,14907.5,2.8,Poor service
PK2026_0621,2026-03-12,March,Thursday,Karachi,Doha,International,ATR 72,466,62,70,88.57,744,46128,105,Moderate,Delayed,Clear,12202,30505.0,3.0,Average flight
PK2026_0622,2026-06-07,June,Sunday,London,Kuala Lumpur,International,Boeing 777,63,305,350,87.14,477,145485,14,Minor,On Time,Clear,3967,9917.5,3.3,Average flight
PK2026_0623,2026-03-03,March,Tuesday,Kuala Lumpur,Doha,International,Boeing 777,83,239,350,68.29,1131,270309,197,Severe,Delayed,Storm,4397,10992.5,3.9,Delayed but comfortable
PK2026_0624,2026-12-09,December,Wednesday,Karachi,Lahore,Domestic,Boeing 777,186,215,350,61.43,826,177590,106,Moderate,Delayed,Fog,18961,47402.5,4.6,Good experience
PK2026_0625,2026-08-06,August,Thursday,Kuala Lumpur,Islamabad,International,Airbus A320,403,123,180,68.33,969,119187,176,Severe,Delayed,Clear,16275,40687.5,3.7,Delayed but comfortable
PK2026_0626,2026-05-19,May,Tuesday,Kuala Lumpur,Islamabad,International,ATR 72,202,69,70,98.57,372,25668,90,Moderate,Delayed,Clear,9382,23455.0,3.5,Good experience
PK2026_0627,2026-10-05,October,Monday,Doha,London,International,Airbus A320,220,99,180,55.0,748,74052,84,Moderate,Delayed,Rain,17145,42862.5,4.9,Delayed but comfortable
PK2026_0628,2026-10-22,October,Thursday,Islamabad,Doha,International,Airbus A320,227,131,180,72.78,863,113053,9,Minor,On Time,Clear,6684,16710.0,3.7,Average flight
PK2026_0629,2026-03-12,March,Thursday,Doha,Kuala Lumpur,International,ATR 72,244,45,70,64.29,414,18630,204,Severe,Delayed,Storm,19335,48337.5,3.9,Good experience
PK2026_0630,2026-12-19,December,Saturday,Dubai,Kuala Lumpur,International,Boeing 737,441,97,160,60.62,1051,101947,92,Moderate,Delayed,Fog,11906,29765.0,2.9,Good experience
PK2026_0631,2026-12-11,December,Friday,Dubai,Lahore,International,Boeing 737,453,129,160,80.62,695,89655,208,Severe,Delayed,Rain,7909,19772.5,2.7,Very smooth journey
PK2026_0632,2026-05-21,May,Thursday,Jeddah,London,International,Airbus A320,438,155,180,86.11,613,95015,124,Severe,Delayed,Clear,4082,10205.0,3.1,Delayed but comfortable
PK2026_0633,2026-12-30,December,Wednesday,Kuala Lumpur,Dubai,International,ATR 72,194,54,70,77.14,745,40230,30,Minor,Delayed,Rain,19378,48445.0,4.1,Average flight
PK2026_0634,2026-03-06,March,Friday,Lahore,Doha,International,Airbus A320,384,144,180,80.0,646,93024,5,Minor,On Time,Clear,6978,17445.0,4.7,Very smooth journey
PK2026_0635,2026-04-24,April,Friday,Lahore,Doha,International,Airbus A320,384,92,180,51.11,879,80868,200,Severe,Delayed,Fog,3926,9815.0,4.0,Good experience
PK2026_0636,2026-04-11,April,Saturday,Doha,Islamabad,International,ATR 72,119,48,70,68.57,1352,64896,13,Minor,On Time,Clear,3180,7950.0,2.5,Poor service
PK2026_0637,2026-03-22,March,Sunday,Doha,Jeddah,International,ATR 72,168,66,70,94.29,743,49038,230,Severe,Delayed,Rain,7820,19550.0,3.0,Poor service
PK2026_0638,2026-06-02,June,Tuesday,Karachi,Jeddah,International,Airbus A320,419,165,180,91.67,1425,235125,53,Moderate,Delayed,Rain,11776,29440.0,4.0,Excellent service
PK2026_0639,2026-01-31,January,Saturday,Islamabad,Kuala Lumpur,International,Boeing 737,267,141,160,88.12,1488,209808,181,Severe,Delayed,Storm,5951,14877.5,4.3,Delayed but comfortable
PK2026_0640,2026-08-16,August,Sunday,Doha,Dubai,International,Boeing 737,406,128,160,80.0,763,97664,207,Severe,Delayed,Clear,16631,41577.5,3.9,Excellent service
PK2026_0641,2026-09-19,September,Saturday,Kuala Lumpur,London,International,Boeing 737,200,154,160,96.25,585,90090,63,Moderate,Delayed,Clear,12196,30490.0,3.8,Delayed but comfortable
PK2026_0642,2026-11-07,November,Saturday,London,Islamabad,International,Boeing 777,185,187,350,53.43,272,50864,98,Moderate,Delayed,Storm,15278,38195.0,3.2,Good experience
PK2026_0643,2026-08-24,August,Monday,Doha,Jeddah,International,Boeing 777,265,253,350,72.29,853,215809,207,Severe,Delayed,Fog,6668,16670.0,4.9,Average flight
PK2026_0644,2026-03-05,March,Thursday,London,Lahore,International,Boeing 777,328,298,350,85.14,786,234228,37,Moderate,Delayed,Rain,16169,40422.5,2.6,Delayed but comfortable
PK2026_0645,2026-07-27,July,Monday,Jeddah,Dubai,International,Airbus A320,469,135,180,75.0,595,80325,151,Severe,Delayed,Clear,10625,26562.5,3.3,Excellent service
PK2026_0646,2026-04-02,April,Thursday,Jeddah,London,International,Boeing 777,430,317,350,90.57,491,155647,158,Severe,Delayed,Storm,10616,26540.0,5.0,Delayed but comfortable
PK2026_0647,2026-10-18,October,Sunday,Lahore,Karachi,Domestic,ATR 72,194,55,70,78.57,1299,71445,98,Moderate,Delayed,Rain,8464,21160.0,4.7,Very smooth journey
PK2026_0648,2026-02-10,February,Tuesday,Dubai,London,International,ATR 72,153,66,70,94.29,359,23694,214,Severe,Delayed,Fog,18926,47315.0,4.4,Very smooth journey
PK2026_0649,2026-10-11,October,Sunday,Kuala Lumpur,Jeddah,International,Airbus A320,254,115,180,63.89,654,75210,202,Severe,Delayed,Fog,17142,42855.0,4.8,Delayed but comfortable
PK2026_0650,2026-05-19,May,Tuesday,Islamabad,Doha,International,Boeing 737,240,135,160,84.38,931,125685,209,Severe,Delayed,Clear,15047,37617.5,4.7,Average flight
PK2026_0651,2026-04-26,April,Sunday,Lahore,Jeddah,International,Boeing 777,299,340,350,97.14,1314,446760,185,Severe,Delayed,Clear,16992,42480.0,3.8,Very smooth journey
PK2026_0652,2026-11-16,November,Monday,Lahore,London,International,Airbus A320,404,154,180,85.56,440,67760,129,Severe,Delayed,Storm,7554,18885.0,2.6,Excellent service
PK2026_0653,2026-06-09,June,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,156,316,350,90.29,688,217408,42,Moderate,Delayed,Fog,8376,20940.0,4.9,Poor service
PK2026_0654,2026-06-12,June,Friday,Kuala Lumpur,Islamabad,International,Boeing 737,463,154,160,96.25,494,76076,179,Severe,Delayed,Rain,3558,8895.0,2.7,Very smooth journey
PK2026_0655,2026-06-23,June,Tuesday,Kuala Lumpur,Karachi,International,Airbus A320,468,93,180,51.67,824,76632,155,Severe,Delayed,Storm,12486,31215.0,4.0,Average flight
PK2026_0656,2026-03-26,March,Thursday,Karachi,Dubai,International,ATR 72,174,60,70,85.71,1323,79380,74,Moderate,Delayed,Clear,12402,31005.0,2.9,Delayed but comfortable
PK2026_0657,2026-02-02,February,Monday,Doha,Dubai,International,Airbus A320,139,164,180,91.11,330,54120,169,Severe,Delayed,Fog,19326,48315.0,3.5,Very smooth journey
PK2026_0658,2026-08-14,August,Friday,Dubai,Islamabad,International,Airbus A320,231,137,180,76.11,1261,172757,84,Moderate,Delayed,Clear,10025,25062.5,2.8,Delayed but comfortable
PK2026_0659,2026-09-05,September,Saturday,Kuala Lumpur,Karachi,International,ATR 72,136,57,70,81.43,1430,81510,77,Moderate,Delayed,Fog,19977,49942.5,4.5,Delayed but comfortable
PK2026_0660,2026-10-29,October,Thursday,Jeddah,Karachi,International,Boeing 777,371,252,350,72.0,1080,272160,94,Moderate,Delayed,Rain,3636,9090.0,2.7,Very smooth journey
PK2026_0661,2026-02-09,February,Monday,Islamabad,Doha,International,Boeing 777,230,224,350,64.0,925,207200,91,Moderate,Delayed,Fog,5664,14160.0,3.8,Average flight
PK2026_0662,2026-09-04,September,Friday,London,Kuala Lumpur,International,Boeing 737,440,122,160,76.25,1194,145668,128,Severe,Delayed,Fog,11968,29920.0,4.8,Good experience
PK2026_0663,2026-09-02,September,Wednesday,Lahore,Islamabad,Domestic,Boeing 777,297,228,350,65.14,552,125856,186,Severe,Delayed,Rain,6873,17182.5,4.7,Average flight
PK2026_0664,2026-06-10,June,Wednesday,Karachi,Kuala Lumpur,International,ATR 72,409,62,70,88.57,1381,85622,181,Severe,Delayed,Fog,18669,46672.5,3.2,Good experience
PK2026_0665,2026-03-14,March,Saturday,Islamabad,Lahore,Domestic,Boeing 737,431,135,160,84.38,331,44685,64,Moderate,Delayed,Storm,18833,47082.5,5.0,Very smooth journey
PK2026_0666,2026-07-21,July,Tuesday,Lahore,Islamabad,Domestic,ATR 72,427,35,70,50.0,982,34370,97,Moderate,Delayed,Clear,9806,24515.0,4.4,Good experience
PK2026_0667,2026-06-19,June,Friday,London,Jeddah,International,Airbus A320,238,153,180,85.0,1334,204102,114,Moderate,Delayed,Storm,9072,22680.0,4.2,Poor service
PK2026_0668,2026-05-06,May,Wednesday,Karachi,Kuala Lumpur,International,Boeing 777,388,280,350,80.0,507,141960,47,Moderate,Delayed,Rain,18644,46610.0,4.4,Average flight
PK2026_0669,2026-06-21,June,Sunday,Lahore,Kuala Lumpur,International,Boeing 777,361,192,350,54.86,379,72768,213,Severe,Delayed,Rain,16060,40150.0,4.1,Delayed but comfortable
PK2026_0670,2026-08-01,August,Saturday,Karachi,Dubai,International,ATR 72,233,63,70,90.0,1284,80892,102,Moderate,Delayed,Rain,14250,35625.0,4.7,Very smooth journey
PK2026_0671,2026-02-21,February,Saturday,Kuala Lumpur,London,International,Boeing 737,162,87,160,54.37,485,42195,137,Severe,Delayed,Clear,5223,13057.5,2.7,Good experience
PK2026_0672,2026-06-19,June,Friday,Dubai,Karachi,International,Boeing 777,229,280,350,80.0,664,185920,207,Severe,Delayed,Clear,11183,27957.5,4.4,Very smooth journey
PK2026_0673,2026-03-27,March,Friday,Karachi,Dubai,International,Boeing 737,238,157,160,98.12,1099,172543,93,Moderate,Delayed,Clear,14860,37150.0,2.6,Good experience
PK2026_0674,2026-08-01,August,Saturday,Jeddah,Lahore,International,ATR 72,255,43,70,61.43,506,21758,50,Moderate,Delayed,Rain,6681,16702.5,3.4,Excellent service
PK2026_0675,2026-04-07,April,Tuesday,Kuala Lumpur,Lahore,International,Airbus A320,413,138,180,76.67,1056,145728,128,Severe,Delayed,Rain,6824,17060.0,4.3,Average flight
PK2026_0676,2026-01-16,January,Friday,Lahore,Kuala Lumpur,International,Boeing 737,299,100,160,62.5,1006,100600,21,Minor,Delayed,Rain,8469,21172.5,3.6,Very smooth journey
PK2026_0677,2026-02-06,February,Friday,Dubai,Lahore,International,ATR 72,246,51,70,72.86,366,18666,59,Moderate,Delayed,Clear,19933,49832.5,3.3,Very smooth journey
PK2026_0678,2026-08-22,August,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,236,128,180,71.11,805,103040,154,Severe,Delayed,Clear,10120,25300.0,4.8,Delayed but comfortable
PK2026_0679,2026-10-30,October,Friday,Karachi,Doha,International,Boeing 777,116,258,350,73.71,435,112230,92,Moderate,Delayed,Storm,15694,39235.0,3.1,Delayed but comfortable
PK2026_0680,2026-04-12,April,Sunday,Lahore,Islamabad,Domestic,Boeing 777,84,201,350,57.43,793,159393,72,Moderate,Delayed,Rain,4719,11797.5,3.7,Good experience
PK2026_0681,2026-02-01,February,Sunday,Jeddah,London,International,Airbus A320,375,180,180,100.0,766,137880,83,Moderate,Delayed,Rain,5523,13807.5,4.0,Very smooth journey
PK2026_0682,2026-12-08,December,Tuesday,Islamabad,Kuala Lumpur,International,Boeing 737,471,155,160,96.88,568,88040,11,Minor,On Time,Fog,5846,14615.0,3.2,Delayed but comfortable
PK2026_0683,2026-07-05,July,Sunday,Doha,Kuala Lumpur,International,Airbus A320,145,96,180,53.33,1120,107520,146,Severe,Delayed,Fog,5124,12810.0,2.9,Excellent service
PK2026_0684,2026-06-02,June,Tuesday,Jeddah,Karachi,International,ATR 72,291,50,70,71.43,359,17950,147,Severe,Delayed,Fog,6031,15077.5,4.6,Average flight
PK2026_0685,2026-05-21,May,Thursday,London,Lahore,International,Boeing 737,281,137,160,85.62,966,132342,46,Moderate,Delayed,Clear,6541,16352.5,4.2,Delayed but comfortable
PK2026_0686,2026-05-09,May,Saturday,Islamabad,Lahore,Domestic,Boeing 737,402,99,160,61.88,204,20196,216,Severe,Delayed,Fog,12770,31925.0,4.9,Excellent service
PK2026_0687,2026-07-15,July,Wednesday,Lahore,Jeddah,International,Boeing 777,119,287,350,82.0,405,116235,163,Severe,Delayed,Rain,3357,8392.5,2.5,Poor service
PK2026_0688,2026-02-13,February,Friday,Dubai,Lahore,International,Boeing 777,167,318,350,90.86,426,135468,161,Severe,Delayed,Storm,7948,19870.0,3.6,Good experience
PK2026_0689,2026-03-29,March,Sunday,London,Dubai,International,Airbus A320,242,151,180,83.89,1249,188599,134,Severe,Delayed,Fog,12783,31957.5,4.4,Good experience
PK2026_0690,2026-11-30,November,Monday,Jeddah,Dubai,International,Airbus A320,208,129,180,71.67,602,77658,171,Severe,Delayed,Clear,10013,25032.5,4.5,Excellent service
PK2026_0691,2026-10-20,October,Tuesday,London,Doha,International,ATR 72,364,54,70,77.14,1499,80946,105,Moderate,Delayed,Rain,8462,21155.0,4.6,Average flight
PK2026_0692,2026-09-29,September,Tuesday,Dubai,Jeddah,International,Boeing 737,311,91,160,56.88,421,38311,221,Severe,Delayed,Storm,8680,21700.0,4.7,Poor service
PK2026_0693,2026-01-11,January,Sunday,London,Jeddah,International,Airbus A320,246,122,180,67.78,124,15128,216,Severe,Delayed,Rain,14778,36945.0,2.5,Poor service
PK2026_0694,2026-06-05,June,Friday,London,Jeddah,International,ATR 72,228,47,70,67.14,174,8178,185,Severe,Delayed,Fog,8005,20012.5,2.7,Very smooth journey
PK2026_0695,2026-02-04,February,Wednesday,Kuala Lumpur,Dubai,International,Boeing 737,123,96,160,60.0,162,15552,52,Moderate,Delayed,Clear,8315,20787.5,4.6,Delayed but comfortable
PK2026_0696,2026-03-22,March,Sunday,Islamabad,London,International,Airbus A320,281,124,180,68.89,487,60388,223,Severe,Delayed,Fog,18822,47055.0,3.1,Poor service
PK2026_0697,2026-05-25,May,Monday,Doha,Dubai,International,Boeing 777,428,188,350,53.71,319,59972,113,Moderate,Delayed,Fog,13701,34252.5,3.3,Excellent service
PK2026_0698,2026-05-01,May,Friday,Kuala Lumpur,Karachi,International,ATR 72,139,60,70,85.71,869,52140,117,Moderate,Delayed,Clear,5889,14722.5,3.0,Good experience
PK2026_0699,2026-10-19,October,Monday,Karachi,Lahore,Domestic,Boeing 737,384,145,160,90.62,779,112955,157,Severe,Delayed,Storm,11568,28920.0,2.7,Delayed but comfortable
PK2026_0700,2026-09-13,September,Sunday,Karachi,London,International,Airbus A320,378,148,180,82.22,593,87764,214,Severe,Delayed,Storm,3366,8415.0,3.0,Excellent service
PK2026_0701,2026-07-31,July,Friday,Doha,Lahore,International,Boeing 737,480,87,160,54.37,1380,120060,49,Moderate,Delayed,Fog,10654,26635.0,3.1,Excellent service
PK2026_0702,2026-01-13,January,Tuesday,Dubai,London,International,Boeing 737,390,140,160,87.5,873,122220,230,Severe,Delayed,Clear,19571,48927.5,3.2,Average flight
PK2026_0703,2026-11-24,November,Tuesday,Islamabad,London,International,Airbus A320,197,99,180,55.0,160,15840,45,Moderate,Delayed,Fog,11836,29590.0,3.9,Average flight
PK2026_0704,2026-10-03,October,Saturday,Islamabad,Karachi,Domestic,Boeing 777,400,240,350,68.57,1459,350160,111,Moderate,Delayed,Storm,15624,39060.0,3.4,Very smooth journey
PK2026_0705,2026-10-20,October,Tuesday,Karachi,Doha,International,Boeing 737,88,114,160,71.25,792,90288,20,Minor,Delayed,Clear,4828,12070.0,4.3,Excellent service
PK2026_0706,2026-06-22,June,Monday,Lahore,Kuala Lumpur,International,ATR 72,239,57,70,81.43,377,21489,46,Moderate,Delayed,Fog,17577,43942.5,3.2,Very smooth journey
PK2026_0707,2026-06-28,June,Sunday,Dubai,Kuala Lumpur,International,ATR 72,391,64,70,91.43,428,27392,84,Moderate,Delayed,Rain,19960,49900.0,3.7,Delayed but comfortable
PK2026_0708,2026-10-13,October,Tuesday,Karachi,Dubai,International,Airbus A320,140,170,180,94.44,581,98770,164,Severe,Delayed,Rain,7537,18842.5,3.4,Good experience
PK2026_0709,2026-07-16,July,Thursday,Kuala Lumpur,Doha,International,ATR 72,463,47,70,67.14,1075,50525,81,Moderate,Delayed,Clear,14889,37222.5,4.3,Excellent service
PK2026_0710,2026-02-16,February,Monday,London,Islamabad,International,Boeing 737,249,139,160,86.88,1023,142197,184,Severe,Delayed,Storm,18357,45892.5,4.0,Poor service
PK2026_0711,2026-12-13,December,Sunday,Islamabad,Jeddah,International,ATR 72,247,58,70,82.86,1146,66468,62,Moderate,Delayed,Rain,10527,26317.5,2.9,Very smooth journey
PK2026_0712,2026-02-20,February,Friday,Karachi,Islamabad,Domestic,ATR 72,163,40,70,57.14,1107,44280,184,Severe,Delayed,Storm,16152,40380.0,3.2,Very smooth journey
PK2026_0713,2026-12-09,December,Wednesday,Karachi,Dubai,International,ATR 72,318,38,70,54.29,922,35036,117,Moderate,Delayed,Storm,11960,29900.0,4.4,Very smooth journey
PK2026_0714,2026-12-17,December,Thursday,London,Islamabad,International,Airbus A320,207,96,180,53.33,1107,106272,180,Severe,Delayed,Rain,19471,48677.5,4.2,Good experience
PK2026_0715,2026-12-02,December,Wednesday,Islamabad,Doha,International,Airbus A320,385,122,180,67.78,231,28182,192,Severe,Delayed,Fog,14759,36897.5,3.0,Average flight
PK2026_0716,2026-05-25,May,Monday,Jeddah,Dubai,International,ATR 72,223,43,70,61.43,829,35647,150,Severe,Delayed,Rain,12545,31362.5,3.5,Very smooth journey
PK2026_0717,2026-09-25,September,Friday,Jeddah,Karachi,International,ATR 72,103,35,70,50.0,894,31290,191,Severe,Delayed,Fog,14745,36862.5,4.3,Very smooth journey
PK2026_0718,2026-04-14,April,Tuesday,London,Dubai,International,Airbus A320,274,93,180,51.67,1100,102300,209,Severe,Delayed,Storm,14191,35477.5,3.4,Good experience
PK2026_0719,2026-03-07,March,Saturday,Doha,London,International,Boeing 777,395,239,350,68.29,826,197414,43,Moderate,Delayed,Rain,19263,48157.5,2.9,Very smooth journey
PK2026_0720,2026-12-25,December,Friday,Karachi,Islamabad,Domestic,Airbus A320,347,175,180,97.22,829,145075,185,Severe,Delayed,Storm,6924,17310.0,3.2,Average flight
PK2026_0721,2026-05-03,May,Sunday,Kuala Lumpur,Dubai,International,Boeing 777,407,246,350,70.29,127,31242,43,Moderate,Delayed,Clear,4394,10985.0,3.2,Poor service
PK2026_0722,2026-12-08,December,Tuesday,Doha,London,International,Boeing 737,175,145,160,90.62,155,22475,233,Severe,Delayed,Fog,16845,42112.5,2.7,Excellent service
PK2026_0723,2026-09-28,September,Monday,Doha,Jeddah,International,Airbus A320,427,122,180,67.78,1269,154818,240,Severe,Delayed,Fog,5543,13857.5,3.0,Poor service
PK2026_0724,2026-03-18,March,Wednesday,London,Dubai,International,Airbus A320,206,145,180,80.56,398,57710,190,Severe,Delayed,Storm,19125,47812.5,3.9,Delayed but comfortable
PK2026_0725,2026-12-12,December,Saturday,Karachi,Lahore,Domestic,ATR 72,189,65,70,92.86,457,29705,228,Severe,Delayed,Fog,4221,10552.5,3.9,Very smooth journey
PK2026_0726,2026-07-29,July,Wednesday,Kuala Lumpur,Karachi,International,ATR 72,230,46,70,65.71,1366,62836,137,Severe,Delayed,Clear,8610,21525.0,2.9,Average flight
PK2026_0727,2026-08-30,August,Sunday,Doha,London,International,Boeing 777,351,245,350,70.0,1109,271705,133,Severe,Delayed,Rain,19228,48070.0,2.6,Very smooth journey
PK2026_0728,2026-04-11,April,Saturday,Lahore,Doha,International,Boeing 777,249,289,350,82.57,302,87278,230,Severe,Delayed,Storm,17589,43972.5,4.4,Good experience
PK2026_0729,2026-07-20,July,Monday,Karachi,Jeddah,International,ATR 72,334,40,70,57.14,1056,42240,233,Severe,Delayed,Fog,11235,28087.5,3.2,Excellent service
PK2026_0730,2026-11-08,November,Sunday,Kuala Lumpur,Doha,International,Boeing 777,337,196,350,56.0,154,30184,234,Severe,Delayed,Storm,10907,27267.5,4.3,Excellent service
PK2026_0731,2026-05-14,May,Thursday,Islamabad,Lahore,Domestic,Boeing 777,286,206,350,58.86,193,39758,9,Minor,On Time,Clear,17612,44030.0,3.8,Excellent service
PK2026_0732,2026-02-24,February,Tuesday,Islamabad,Kuala Lumpur,International,Boeing 777,380,178,350,50.86,132,23496,24,Minor,Delayed,Fog,5035,12587.5,3.3,Delayed but comfortable
PK2026_0733,2026-09-21,September,Monday,Doha,London,International,Boeing 737,305,104,160,65.0,546,56784,123,Severe,Delayed,Fog,3282,8205.0,3.8,Very smooth journey
PK2026_0734,2026-02-07,February,Saturday,Doha,Kuala Lumpur,International,Airbus A320,93,95,180,52.78,1176,111720,118,Moderate,Delayed,Rain,12888,32220.0,3.0,Delayed but comfortable
PK2026_0735,2026-11-23,November,Monday,Lahore,Karachi,Domestic,Boeing 737,108,121,160,75.62,440,53240,187,Severe,Delayed,Rain,18570,46425.0,4.8,Good experience
PK2026_0736,2026-07-10,July,Friday,London,Lahore,International,ATR 72,401,44,70,62.86,845,37180,145,Severe,Delayed,Storm,3336,8340.0,3.2,Delayed but comfortable
PK2026_0737,2026-09-11,September,Friday,London,Islamabad,International,Boeing 777,114,257,350,73.43,773,198661,88,Moderate,Delayed,Clear,11132,27830.0,4.7,Delayed but comfortable
PK2026_0738,2026-07-09,July,Thursday,Jeddah,Doha,International,Boeing 777,232,261,350,74.57,439,114579,142,Severe,Delayed,Clear,4969,12422.5,3.2,Good experience
PK2026_0739,2026-10-07,October,Wednesday,Dubai,Doha,International,ATR 72,119,48,70,68.57,327,15696,177,Severe,Delayed,Clear,7891,19727.5,2.9,Excellent service
PK2026_0740,2026-01-26,January,Monday,Doha,Islamabad,International,Boeing 737,358,120,160,75.0,198,23760,75,Moderate,Delayed,Fog,11665,29162.5,4.6,Very smooth journey
PK2026_0741,2026-11-14,November,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,359,178,180,98.89,647,115166,134,Severe,Delayed,Storm,14818,37045.0,2.5,Delayed but comfortable
PK2026_0742,2026-09-22,September,Tuesday,Jeddah,Karachi,International,Boeing 737,102,101,160,63.12,873,88173,39,Moderate,Delayed,Storm,16892,42230.0,3.1,Very smooth journey
PK2026_0743,2026-05-11,May,Monday,Karachi,Dubai,International,ATR 72,93,38,70,54.29,124,4712,3,Minor,On Time,Fog,6354,15885.0,3.4,Good experience
PK2026_0744,2026-01-19,January,Monday,Jeddah,Doha,International,ATR 72,403,70,70,100.0,579,40530,199,Severe,Delayed,Storm,15293,38232.5,2.8,Average flight
PK2026_0745,2026-10-05,October,Monday,London,Karachi,International,ATR 72,377,39,70,55.71,1250,48750,131,Severe,Delayed,Storm,13769,34422.5,4.8,Average flight
PK2026_0746,2026-04-16,April,Thursday,Karachi,Islamabad,Domestic,Boeing 737,370,124,160,77.5,439,54436,57,Moderate,Delayed,Clear,7021,17552.5,3.5,Delayed but comfortable
PK2026_0747,2026-03-09,March,Monday,London,Jeddah,International,Boeing 777,246,219,350,62.57,880,192720,49,Moderate,Delayed,Rain,8216,20540.0,3.6,Poor service
PK2026_0748,2026-04-02,April,Thursday,Jeddah,Lahore,International,Boeing 777,416,239,350,68.29,1203,287517,173,Severe,Delayed,Storm,7868,19670.0,2.6,Average flight
PK2026_0749,2026-10-23,October,Friday,Dubai,Doha,International,Boeing 777,311,237,350,67.71,1273,301701,158,Severe,Delayed,Storm,4306,10765.0,3.2,Poor service
PK2026_0750,2026-08-06,August,Thursday,Islamabad,Kuala Lumpur,International,Boeing 737,243,101,160,63.12,546,55146,90,Moderate,Delayed,Rain,17350,43375.0,3.6,Excellent service
PK2026_0751,2026-06-11,June,Thursday,London,Dubai,International,Airbus A320,364,141,180,78.33,149,21009,218,Severe,Delayed,Storm,14091,35227.5,4.4,Delayed but comfortable
PK2026_0752,2026-06-30,June,Tuesday,Kuala Lumpur,Lahore,International,Boeing 777,83,278,350,79.43,490,136220,35,Moderate,Delayed,Fog,6075,15187.5,2.7,Very smooth journey
PK2026_0753,2026-07-12,July,Sunday,Dubai,Kuala Lumpur,International,Airbus A320,111,123,180,68.33,434,53382,19,Minor,Delayed,Fog,7813,19532.5,4.6,Delayed but comfortable
PK2026_0754,2026-02-17,February,Tuesday,Dubai,Kuala Lumpur,International,Boeing 777,64,309,350,88.29,134,41406,62,Moderate,Delayed,Fog,10789,26972.5,3.1,Very smooth journey
PK2026_0755,2026-04-16,April,Thursday,London,Karachi,International,ATR 72,92,43,70,61.43,1304,56072,7,Minor,On Time,Fog,15813,39532.5,3.6,Average flight
PK2026_0756,2026-01-20,January,Tuesday,London,Lahore,International,Boeing 737,466,82,160,51.25,139,11398,118,Moderate,Delayed,Clear,17006,42515.0,4.1,Delayed but comfortable
